locus_tag	gene_symbol	product	type
EQU24_RS02655		NAD(P)-dependent glycerol-3-phosphate dehydrogenase	CDS
EQU24_RS02660	secB	protein-export chaperone SecB	CDS
EQU24_RS02665		rhodanese-like domain-containing protein	CDS
EQU24_RS02670		metalloregulator ArsR/SmtB family transcription factor	CDS
EQU24_RS02675		hypothetical protein	CDS
EQU24_RS02680		peptidoglycan DD-metalloendopeptidase family protein	CDS
EQU24_RS02685		S41 family peptidase	CDS
EQU24_RS02690		divergent polysaccharide deacetylase family protein	CDS
EQU24_RS02695		hypothetical protein	CDS
EQU24_RS02700		LLM class flavin-dependent oxidoreductase	CDS
EQU24_RS02705		TonB-dependent receptor	CDS
EQU24_RS02710	argC	N-acetyl-gamma-glutamyl-phosphate reductase	CDS
EQU24_RS02715	erpA	iron-sulfur cluster insertion protein ErpA	CDS
EQU24_RS02720		anhydro-N-acetylmuramic acid kinase	CDS
EQU24_RS02725		peptidoglycan DD-metalloendopeptidase family protein	CDS
EQU24_RS02730	tyrS	tyrosine--tRNA ligase	CDS
EQU24_RS02735			rRNA
EQU24_RS02740			tRNA
EQU24_RS02745			tRNA
EQU24_RS02750			rRNA
EQU24_RS02755			rRNA
EQU24_RS02760		WYL domain-containing protein	CDS
EQU24_RS02770		hypothetical protein	CDS
EQU24_RS02775		AAA family ATPase	CDS
EQU24_RS02780			tRNA
EQU24_RS02785		ATP-binding cassette domain-containing protein	CDS
EQU24_RS02790		molybdopterin-binding protein	CDS
EQU24_RS02795		AEC family transporter	CDS
EQU24_RS02800	pyrF	orotidine-5'-phosphate decarboxylase	CDS
EQU24_RS02805		sulfite exporter TauE/SafE family protein	CDS
EQU24_RS02810		sigma-54 dependent transcriptional regulator	CDS
EQU24_RS02815		protein phosphatase 2C domain-containing protein	CDS
EQU24_RS02820	pdxJ	pyridoxine 5'-phosphate synthase	CDS
EQU24_RS02825	recO	DNA repair protein RecO	CDS
EQU24_RS02830	era	GTPase Era	CDS
EQU24_RS02835	rnc	ribonuclease III	CDS
EQU24_RS02840		DUF4845 domain-containing protein	CDS
EQU24_RS02845	lepB	signal peptidase I	CDS
EQU24_RS02850	lepA	translation elongation factor 4	CDS
EQU24_RS02855		DegQ family serine endoprotease	CDS
EQU24_RS02860		MucB/RseB C-terminal domain-containing protein	CDS
EQU24_RS02865		sigma-E factor negative regulatory protein	CDS
EQU24_RS02870	rpoE	RNA polymerase sigma factor RpoE	CDS
EQU24_RS02875	nadB	L-aspartate oxidase	CDS
EQU24_RS02880		hypothetical protein	CDS
EQU24_RS02885		hypothetical protein	CDS
EQU24_RS02890		hypothetical protein	CDS
EQU24_RS02895		exosortase system-associated protein, TIGR04073 family	CDS
EQU24_RS02900		OmpA family protein	CDS
EQU24_RS02905	dmeF	CDF family Co(II)/Ni(II) efflux transporter DmeF	CDS
EQU24_RS02915		FAD-dependent oxidoreductase	CDS
EQU24_RS02920		hypothetical protein	CDS
EQU24_RS02925		type II toxin-antitoxin system VapC family toxin	CDS
EQU24_RS02935	pip	prolyl aminopeptidase	CDS
EQU24_RS02940		UbiX family flavin prenyltransferase	CDS
EQU24_RS02945	pqqE	pyrroloquinoline quinone biosynthesis protein PqqE	CDS
EQU24_RS02950	pqqD	pyrroloquinoline quinone biosynthesis peptide chaperone PqqD	CDS
EQU24_RS02955		Uma2 family endonuclease	CDS
EQU24_RS02960	pqqC	pyrroloquinoline-quinone synthase PqqC	CDS
EQU24_RS02965	pqqB	pyrroloquinoline quinone biosynthesis protein PqqB	CDS
EQU24_RS02970	pqqA	pyrroloquinoline quinone precursor peptide PqqA	CDS
EQU24_RS02975		hypothetical protein	CDS
EQU24_RS02980		cytochrome b	CDS
EQU24_RS02985		quinone-dependent dihydroorotate dehydrogenase	CDS
EQU24_RS02990		EamA family transporter	CDS
EQU24_RS02995		hypothetical protein	CDS
EQU24_RS03000		RecQ family ATP-dependent DNA helicase	CDS
EQU24_RS03005		hypothetical protein	CDS
EQU24_RS03010		Rpn family recombination-promoting nuclease/putative transposase	CDS
EQU24_RS03015		ABC-F family ATPase	CDS
EQU24_RS03020		2Fe-2S iron-sulfur cluster binding domain-containing protein	CDS
EQU24_RS03025	hcp	hydroxylamine reductase	CDS
EQU24_RS03030		Crp/Fnr family transcriptional regulator	CDS
EQU24_RS03035	yidD	membrane protein insertion efficiency factor YidD	CDS
EQU24_RS03040		hypothetical protein	CDS
EQU24_RS03045		glycosyltransferase	CDS
EQU24_RS03050		HAD-IIB family hydrolase	CDS
EQU24_RS03055		PfkB family carbohydrate kinase	CDS
EQU24_RS03060		alpha-amylase family glycosyl hydrolase	CDS
EQU24_RS03070		ATP-binding cassette domain-containing protein	CDS
EQU24_RS03075	fetB	iron export ABC transporter permease subunit FetB	CDS
EQU24_RS03080		YtoQ family protein	CDS
EQU24_RS03090		DUF1820 family protein	CDS
EQU24_RS03095		ClpXP protease specificity-enhancing factor	CDS
EQU24_RS03100		glutathione S-transferase N-terminal domain-containing protein	CDS
EQU24_RS03105		cytochrome c1	CDS
EQU24_RS03110		cytochrome bc complex cytochrome b subunit	CDS
EQU24_RS03115	petA	ubiquinol-cytochrome c reductase iron-sulfur subunit	CDS
EQU24_RS03120	hisC	histidinol-phosphate transaminase	CDS
EQU24_RS03125	hisD	histidinol dehydrogenase	CDS
EQU24_RS03130	hisG	ATP phosphoribosyltransferase	CDS
EQU24_RS03135	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	CDS
EQU24_RS03140		STAS domain-containing protein	CDS
EQU24_RS03145	mlaD	outer membrane lipid asymmetry maintenance protein MlaD	CDS
EQU24_RS03150	mlaE	lipid asymmetry maintenance ABC transporter permease subunit MlaE	CDS
EQU24_RS03160		calcium/sodium antiporter	CDS
EQU24_RS03165		KpsF/GutQ family sugar-phosphate isomerase	CDS
EQU24_RS03170	kdsC	3-deoxy-manno-octulosonate-8-phosphatase KdsC	CDS
EQU24_RS03175	lptC	LPS export ABC transporter periplasmic protein LptC	CDS
EQU24_RS03180	lptA	lipopolysaccharide transport periplasmic protein LptA	CDS
EQU24_RS03185	lptB	LPS export ABC transporter ATP-binding protein	CDS
EQU24_RS03190		RNA polymerase factor sigma-54	CDS
EQU24_RS03195	raiA	ribosome-associated translation inhibitor RaiA	CDS
EQU24_RS03200	rapZ	RNase adapter RapZ	CDS
EQU24_RS03205		winged helix-turn-helix domain-containing protein	CDS
EQU24_RS03210	minE	cell division topological specificity factor MinE	CDS
EQU24_RS03215	minD	septum site-determining protein MinD	CDS
EQU24_RS03220	minC	septum site-determining protein MinC	CDS
EQU24_RS03225		inorganic phosphate transporter	CDS
EQU24_RS03230	thiC	phosphomethylpyrimidine synthase ThiC	CDS
EQU24_RS03235		BLUF domain-containing protein	CDS
EQU24_RS03245		hypothetical protein	CDS
EQU24_RS03250		toxic anion resistance protein	CDS
EQU24_RS03255		5-bromo-4-chloroindolyl phosphate hydrolysis family protein	CDS
EQU24_RS03260		hypothetical protein	CDS
EQU24_RS03265		VWA domain-containing protein	CDS
EQU24_RS03270		hypothetical protein	CDS
EQU24_RS03275	fliW	flagellar assembly protein FliW	CDS
EQU24_RS03280		aspartate 1-decarboxylase	CDS
EQU24_RS03290	panC	pantoate--beta-alanine ligase	CDS
EQU24_RS03295	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase	CDS
EQU24_RS03300	folK	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase	CDS
EQU24_RS03305	pcnB	polynucleotide adenylyltransferase PcnB	CDS
EQU24_RS03310		hypothetical protein	CDS
EQU24_RS03315		RDD family protein	CDS
EQU24_RS03320	lptG	LPS export ABC transporter permease LptG	CDS
EQU24_RS03325	lptF	LPS export ABC transporter permease LptF	CDS
EQU24_RS03330		leucyl aminopeptidase	CDS
EQU24_RS03335		DNA polymerase III subunit chi	CDS
EQU24_RS03340		valine--tRNA ligase	CDS
EQU24_RS03345	pilB	type IV-A pilus assembly ATPase PilB	CDS
EQU24_RS03350		type II secretion system F family protein	CDS
EQU24_RS03355		A24 family peptidase	CDS
EQU24_RS03360	coaE	dephospho-CoA kinase	CDS
EQU24_RS03365	zapD	cell division protein ZapD	CDS
EQU24_RS03370	yacG	DNA gyrase inhibitor YacG	CDS
EQU24_RS03375		hypothetical protein	CDS
EQU24_RS03380		Hsp70 family protein	CDS
EQU24_RS03385		nucleotide exchange factor GrpE	CDS
EQU24_RS03390		J domain-containing protein	CDS
EQU24_RS03395		hypothetical protein	CDS
EQU24_RS03405		mobilization protein	CDS
EQU24_RS03415		transglutaminase family protein	CDS
EQU24_RS03420		circularly permuted type 2 ATP-grasp protein	CDS
EQU24_RS03425		transglutaminase family protein	CDS
EQU24_RS03430		hypothetical protein	CDS
EQU24_RS03440		DUF2288 domain-containing protein	CDS
EQU24_RS03445		sodium-dependent transporter	CDS
EQU24_RS03450		MFS transporter	CDS
EQU24_RS03460		diguanylate cyclase	CDS
EQU24_RS03465		ISAs1 family transposase	CDS
EQU24_RS03470		serine/threonine-protein kinase	CDS
EQU24_RS03475		glycoside hydrolase family 15 protein	CDS
EQU24_RS03480	glk	glucokinase	CDS
EQU24_RS03485		cytochrome P460 family protein	CDS
EQU24_RS03490		late competence development ComFB family protein	CDS
EQU24_RS03495		cold-shock protein	CDS
EQU24_RS03500		DUF721 domain-containing protein	CDS
EQU24_RS03505	glyQ	glycine--tRNA ligase subunit alpha	CDS
EQU24_RS03510	glyS	glycine--tRNA ligase subunit beta	CDS
EQU24_RS03515		1-acyl-sn-glycerol-3-phosphate acyltransferase	CDS
EQU24_RS03520		hypothetical protein	CDS
EQU24_RS03525	lnt	apolipoprotein N-acyltransferase	CDS
EQU24_RS03535		zinc-binding dehydrogenase	CDS
EQU24_RS03540		6-carboxytetrahydropterin synthase	CDS
EQU24_RS03545		class I SAM-dependent methyltransferase	CDS
EQU24_RS03550	ltrA	group II intron reverse transcriptase/maturase	CDS
EQU24_RS03555		hypothetical protein	CDS
EQU24_RS03560		dioxygenase	CDS
EQU24_RS03565		PD40 domain-containing protein	CDS
EQU24_RS03570		class I SAM-dependent methyltransferase	CDS
EQU24_RS03575		LysR family transcriptional regulator	CDS
EQU24_RS03580		SulP family inorganic anion transporter	CDS
EQU24_RS03585		class I SAM-dependent methyltransferase	CDS
EQU24_RS03590		CDP-alcohol phosphatidyltransferase family protein	CDS
EQU24_RS03595		glycosyltransferase family 4 protein	CDS
EQU24_RS03600		flippase-like domain-containing protein	CDS
EQU24_RS03605		MarR family transcriptional regulator	CDS
EQU24_RS03610	ectA	diaminobutyrate acetyltransferase	CDS
EQU24_RS03615	ectB	diaminobutyrate--2-oxoglutarate transaminase	CDS
EQU24_RS03620		ectoine synthase	CDS
EQU24_RS03625		tetratricopeptide repeat protein	CDS
EQU24_RS03635		sodium/proline symporter	CDS
EQU24_RS03640		hypothetical protein	CDS
EQU24_RS03645		exosortase system-associated protein, TIGR04073 family	CDS
EQU24_RS03650		RNA-binding transcriptional accessory protein	CDS
EQU24_RS03655	lipA	lipoyl synthase	CDS
EQU24_RS03660	lipB	lipoyl(octanoyl) transferase LipB	CDS
EQU24_RS03665		DUF493 domain-containing protein	CDS
EQU24_RS03670		D-amino acid aminotransferase	CDS
EQU24_RS03675		D-alanyl-D-alanine carboxypeptidase	CDS
EQU24_RS03680	mltB	lytic murein transglycosylase B	CDS
EQU24_RS03685	rodA	rod shape-determining protein RodA	CDS
EQU24_RS03690	mrdA	penicillin-binding protein 2	CDS
EQU24_RS03695	mreD	rod shape-determining protein MreD	CDS
EQU24_RS03700	mreC	rod shape-determining protein MreC	CDS
EQU24_RS03705		rod shape-determining protein	CDS
EQU24_RS03710	gatC	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC	CDS
EQU24_RS03715	gatA	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	CDS
EQU24_RS03720		Uma2 family endonuclease	CDS
EQU24_RS03725	gatB	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	CDS
EQU24_RS03730		Uma2 family endonuclease	CDS
EQU24_RS03735		M67 family metallopeptidase	CDS
EQU24_RS03740	prmC	peptide chain release factor N(5)-glutamine methyltransferase	CDS
EQU24_RS03745	prfA	peptide chain release factor 1	CDS
EQU24_RS03750	hemA	glutamyl-tRNA reductase	CDS
EQU24_RS03755		tetratricopeptide repeat protein	CDS
EQU24_RS03760	lolB	lipoprotein insertase outer membrane protein LolB	CDS
EQU24_RS03765	ispE	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	CDS
EQU24_RS03770			tRNA
EQU24_RS03775		ribose-phosphate diphosphokinase	CDS
EQU24_RS03780		50S ribosomal protein L25/general stress protein Ctc	CDS
EQU24_RS03785			tRNA
EQU24_RS03790			tRNA
EQU24_RS03795			tRNA
EQU24_RS03800	tuf	elongation factor Tu	CDS
EQU24_RS03805			tRNA
EQU24_RS03810	secE	preprotein translocase subunit SecE	CDS
EQU24_RS03815	nusG	transcription termination/antitermination protein NusG	CDS
EQU24_RS03820	rplK	50S ribosomal protein L11	CDS
EQU24_RS03825	rplA	50S ribosomal protein L1	CDS
EQU24_RS03830	rplJ	50S ribosomal protein L10	CDS
EQU24_RS03835	rplL	50S ribosomal protein L7/L12	CDS
EQU24_RS03840	rpoB	DNA-directed RNA polymerase subunit beta	CDS
EQU24_RS03845	rpoC	DNA-directed RNA polymerase subunit beta'	CDS
EQU24_RS03850	rpsL	30S ribosomal protein S12	CDS
EQU24_RS03855	rpsG	30S ribosomal protein S7	CDS
EQU24_RS03860	fusA	elongation factor G	CDS
EQU24_RS03865	tuf	elongation factor Tu	CDS
EQU24_RS03870	rpsJ	30S ribosomal protein S10	CDS
EQU24_RS03875	rplC	50S ribosomal protein L3	CDS
EQU24_RS03880	rplD	50S ribosomal protein L4	CDS
EQU24_RS03885	rplW	50S ribosomal protein L23	CDS
EQU24_RS03890	rplB	50S ribosomal protein L2	CDS
EQU24_RS03895	rpsS	30S ribosomal protein S19	CDS
EQU24_RS03900	rplV	50S ribosomal protein L22	CDS
EQU24_RS03905	rpsC	30S ribosomal protein S3	CDS
EQU24_RS03910	rplP	50S ribosomal protein L16	CDS
EQU24_RS03915	rpmC	50S ribosomal protein L29	CDS
EQU24_RS03920	rpsQ	30S ribosomal protein S17	CDS
EQU24_RS03925	rplN	50S ribosomal protein L14	CDS
EQU24_RS03930	rplX	50S ribosomal protein L24	CDS
EQU24_RS03935	rplE	50S ribosomal protein L5	CDS
EQU24_RS03940	rpsN	30S ribosomal protein S14	CDS
EQU24_RS03945	rpsH	30S ribosomal protein S8	CDS
EQU24_RS03950	rplF	50S ribosomal protein L6	CDS
EQU24_RS03955	rplR	50S ribosomal protein L18	CDS
EQU24_RS03960	rpsE	30S ribosomal protein S5	CDS
EQU24_RS03965	rpmD	50S ribosomal protein L30	CDS
EQU24_RS03970	rplO	50S ribosomal protein L15	CDS
EQU24_RS03975	secY	preprotein translocase subunit SecY	CDS
EQU24_RS03980	rpmJ	50S ribosomal protein L36	CDS
EQU24_RS03985	rpsM	30S ribosomal protein S13	CDS
EQU24_RS03990	rpsK	30S ribosomal protein S11	CDS
EQU24_RS03995	rpsD	30S ribosomal protein S4	CDS
EQU24_RS04000	rpoA	DNA-directed RNA polymerase subunit alpha	CDS
EQU24_RS04005	rplQ	50S ribosomal protein L17	CDS
EQU24_RS04010		ferredoxin family protein	CDS
EQU24_RS04015		hypothetical protein	CDS
EQU24_RS04020		CYTH domain-containing protein	CDS
EQU24_RS04025	sodB	superoxide dismutase [Fe]	CDS
EQU24_RS04030		ABC transporter permease	CDS
EQU24_RS04035	moaC	cyclic pyranopterin monophosphate synthase MoaC	CDS
EQU24_RS04040	moaD	molybdopterin converting factor subunit 1	CDS
EQU24_RS04045		molybdenum cofactor biosynthesis protein MoaE	CDS
EQU24_RS04050		DUF2797 domain-containing protein	CDS
EQU24_RS04055		isocitrate lyase/PEP mutase family protein	CDS
EQU24_RS04060		acetolactate synthase 3 large subunit	CDS
EQU24_RS04065	ilvN	acetolactate synthase small subunit	CDS
EQU24_RS04070	ilvC	ketol-acid reductoisomerase	CDS
EQU24_RS04075	pssA	CDP-diacylglycerol--serine O-phosphatidyltransferase	CDS
EQU24_RS04080		2-isopropylmalate synthase	CDS
EQU24_RS04085		uracil-DNA glycosylase	CDS
EQU24_RS04090	rimI	ribosomal protein S18-alanine N-acetyltransferase	CDS
EQU24_RS04095		hypothetical protein	CDS
EQU24_RS04100		DcaP family trimeric outer membrane transporter	CDS
EQU24_RS04110		type II toxin-antitoxin system HicB family antitoxin	CDS
EQU24_RS04115	istA	IS21 family transposase	CDS
EQU24_RS04120	istB	IS21-like element helper ATPase IstB	CDS
EQU24_RS04125		Rpn family recombination-promoting nuclease/putative transposase	CDS
EQU24_RS04130	ltrA	group II intron reverse transcriptase/maturase	CDS
EQU24_RS04135		hypothetical protein	CDS
EQU24_RS04140		YgiQ family radical SAM protein	CDS
EQU24_RS04145		spermine synthase	CDS
EQU24_RS04150		pyrophosphate--fructose-6-phosphate 1-phosphotransferase	CDS
EQU24_RS04155		EVE domain-containing protein	CDS
EQU24_RS04160			ncRNA
EQU24_RS04165		cell division protein ZapA	CDS
EQU24_RS04170		TIGR02449 family protein	CDS
EQU24_RS04175		UPF0149 family protein	CDS
EQU24_RS04185	pepP	Xaa-Pro aminopeptidase	CDS
EQU24_RS04190	ubiH	2-octaprenyl-6-methoxyphenyl hydroxylase	CDS
EQU24_RS04195		UbiH/UbiF/VisC/COQ6 family ubiquinone biosynthesis hydroxylase	CDS
EQU24_RS04200		hypothetical protein	CDS
EQU24_RS04205		sigma-54 dependent transcriptional regulator	CDS
EQU24_RS04210		HAMP domain-containing histidine kinase	CDS
EQU24_RS04215	sucC	ADP-forming succinate--CoA ligase subunit beta	CDS
EQU24_RS04220	sucD	succinate--CoA ligase subunit alpha	CDS
EQU24_RS04225		hypothetical protein	CDS
EQU24_RS04230		hypothetical protein	CDS
EQU24_RS04235		DUF934 domain-containing protein	CDS
EQU24_RS04240		nitrite/sulfite reductase	CDS
EQU24_RS04245	nhaD	sodium:proton antiporter NhaD	CDS
EQU24_RS04250		AmpG family muropeptide MFS transporter	CDS
EQU24_RS04255	rpmE	50S ribosomal protein L31	CDS
EQU24_RS04260		DUF4351 domain-containing protein	CDS
EQU24_RS04265		HigA family addiction module antitoxin	CDS
EQU24_RS04270		type II toxin-antitoxin system RelE/ParE family toxin	CDS
EQU24_RS04275		pilin	CDS
EQU24_RS04280		tetratricopeptide repeat protein	CDS
EQU24_RS04285		type II toxin-antitoxin system RelE/ParE family toxin	CDS
EQU24_RS04290		DNA-binding transcriptional regulator	CDS
EQU24_RS04295		putative addiction module antidote protein	CDS
EQU24_RS04300		hypothetical protein	CDS
EQU24_RS04305		DUF4351 domain-containing protein	CDS
EQU24_RS04310		PIN domain-containing protein	CDS
EQU24_RS04315		DNA-binding protein	CDS
EQU24_RS04325		BrnA antitoxin family protein	CDS
EQU24_RS04330		Uma2 family endonuclease	CDS
EQU24_RS04335		glycosyltransferase family 2 protein	CDS
EQU24_RS04340		glycosyltransferase	CDS
EQU24_RS04350		class I SAM-dependent methyltransferase	CDS
EQU24_RS04355		hypothetical protein	CDS
EQU24_RS04360		ABC transporter permease	CDS
EQU24_RS04365		hypothetical protein	CDS
EQU24_RS04370		ATP-binding cassette domain-containing protein	CDS
EQU24_RS04375		hypothetical protein	CDS
EQU24_RS04380		type II toxin-antitoxin system VapC family toxin	CDS
EQU24_RS04395		DUF2442 domain-containing protein	CDS
EQU24_RS04400		hypothetical protein	CDS
EQU24_RS04405		Gfo/Idh/MocA family oxidoreductase	CDS
EQU24_RS04410		acetyltransferase	CDS
EQU24_RS04415		hypothetical protein	CDS
EQU24_RS04420		hypothetical protein	CDS
EQU24_RS04425		glycosyltransferase	CDS
EQU24_RS04430		flippase	CDS
EQU24_RS04435		glycosyltransferase	CDS
EQU24_RS04440		glycosyltransferase	CDS
EQU24_RS04445		class I SAM-dependent methyltransferase	CDS
EQU24_RS04450		glycosyltransferase family 4 protein	CDS
EQU24_RS04455		Rpn family recombination-promoting nuclease/putative transposase	CDS
EQU24_RS04460		hypothetical protein	CDS
EQU24_RS04465		penicillin-binding protein 1A	CDS
EQU24_RS04470		pilus assembly protein PilM	CDS
EQU24_RS04475		PilN domain-containing protein	CDS
EQU24_RS04480	pilO	type 4a pilus biogenesis protein PilO	CDS
EQU24_RS04485		pilus assembly protein PilP	CDS
EQU24_RS04490	pilQ	type IV pilus secretin family protein	CDS
EQU24_RS04500	aroK	shikimate kinase AroK	CDS
EQU24_RS04505	aroB	3-dehydroquinate synthase	CDS
EQU24_RS04510		SPOR domain-containing protein	CDS
EQU24_RS04515	hemE	uroporphyrinogen decarboxylase	CDS
EQU24_RS04520	tpx	thiol peroxidase	CDS
EQU24_RS04525		hypothetical protein	CDS
EQU24_RS04530		hypothetical protein	CDS
EQU24_RS04535		hypothetical protein	CDS
EQU24_RS04545	cpsG	phosphomannomutase CpsG	CDS
EQU24_RS04550		Uma2 family endonuclease	CDS
EQU24_RS04555		formate--tetrahydrofolate ligase	CDS
EQU24_RS04560		serine hydroxymethyltransferase	CDS
EQU24_RS04565		glycerate kinase	CDS
EQU24_RS04570		NADP-dependent methylenetetrahydromethanopterin/methylenetetrahydrofolate dehydrogenase	CDS
EQU24_RS04575		malate dehydrogenase	CDS
EQU24_RS04580		D-glycerate dehydrogenase	CDS
EQU24_RS04585		type IV pilin protein	CDS
EQU24_RS04590		PilC/PilY family type IV pilus protein	CDS
EQU24_RS04595		PilX N-terminal domain-containing pilus assembly protein	CDS
EQU24_RS04600		PilW family protein	CDS
EQU24_RS04610	pilV	type IV pilus modification protein PilV	CDS
EQU24_RS04615		GspH/FimT family pseudopilin	CDS
EQU24_RS04625		aminotransferase class V-fold PLP-dependent enzyme	CDS
EQU24_RS04630		CoA ester lyase	CDS
EQU24_RS04635		malate--CoA ligase subunit beta	CDS
EQU24_RS04640	sucD	succinate--CoA ligase subunit alpha	CDS
EQU24_RS04645		hypothetical protein	CDS
EQU24_RS04650		RimK/LysX family protein	CDS
